1, 0.18481012658227836
2, 0.1848101265822784
3, 0.1974683544303797
4, 0.21772151898734177
5, 0.22784810126582264
6, 0.21012658227848094
7, 0.2050632911392404
8, 0.22278481012658202
9, 0.23797468354430368
10, 0.26582278481012644
11, 0.2582278481012656
12, 0.2632911392405063
13, 0.2531645569620252
14, 0.25569620253164543
15, 0.27594936708860746
16, 0.3037974683544302
17, 0.25063291139240496
18, 0.27848101265822756
19, 0.29113924050632894
20, 0.2734177215189873
21, 0.2683544303797466
22, 0.26075949367088597
23, 0.2835443037974682
24, 0.2962025316455694
25, 0.2632911392405061
26, 0.2810126582278479
27, 0.2886075949367086
28, 0.2936708860759492
29, 0.2962025316455695
30, 0.29873417721518963
31, 0.2784810126582276
32, 0.2759493670886074
33, 0.29873417721518974
34, 0.2962025316455695
35, 0.2810126582278479
36, 0.31645569620253144
37, 0.3240506329113923
38, 0.29113924050632883
39, 0.30126582278481007
40, 0.3164556962025315
41, 0.3215189873417718
42, 0.2911392405063289
43, 0.3012658227848099
44, 0.3392405063291137
45, 0.3265822784810125
46, 0.34936708860759474
47, 0.3088607594936707
48, 0.3215189873417719
49, 0.31139240506329097
50, 0.3265822784810125
51, 0.33417721518987326
52, 0.3189873417721516
53, 0.35696202531645566
54, 0.33164556962025304
55, 0.34430379746835427
56, 0.3291139240506328
57, 0.3443037974683542
58, 0.35949367088607587
59, 0.3468354430379744
60, 0.3772151898734175
61, 0.3215189873417719
62, 0.35443037974683533
63, 0.3670886075949366
64, 0.3569620253164555
65, 0.37215189873417687
66, 0.3721518987341769
67, 0.34430379746835427
68, 0.3594936708860757
69, 0.3468354430379744
70, 0.3316455696202529
71, 0.35443037974683533
72, 0.35949367088607587
73, 0.35696202531645566
74, 0.379746835443038
75, 0.35949367088607587
76, 0.36708860759493656
77, 0.3822784810126582
78, 0.37974683544303783
79, 0.3797468354430378
80, 0.3670886075949364
81, 0.39493670886075954
82, 0.38481012658227837
83, 0.3999999999999999
84, 0.37215189873417703
85, 0.38227848101265804
86, 0.34683544303797476
87, 0.3898734177215188
88, 0.36708860759493656
89, 0.3898734177215188
90, 0.39240506329113906
91, 0.3797468354430377
92, 0.3949367088607594
93, 0.36455696202531634
94, 0.3848101265822784
95, 0.3797468354430379
96, 0.3873417721518986
97, 0.3468354430379743
98, 0.3873417721518986
99, 0.37468354430379736
100, 0.39746835443037953
101, 0.39240506329113906
102, 0.38227848101265804
103, 0.3949367088607593
104, 0.41772151898734167
105, 0.3949367088607594
106, 0.4
107, 0.39240506329113917
108, 0.4025316455696202
109, 0.38734177215189847
110, 0.40759493670886054
111, 0.38734177215189847
112, 0.4151898734177213
113, 0.410126582278481
114, 0.38481012658227837
115, 0.39493670886075927
116, 0.3924050632911391
117, 0.40253164556961996
118, 0.4075949367088606
119, 0.42784810126582273
120, 0.39746835443037953
121, 0.3949367088607593
